PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO,tokenized_product_name,tokenized_description,TOKENIZED_PRODUCT_NAME,TOKENIZED_DESCRIPTION
Dependabot Auto Merge,Automatically merge Dependabot PRs when version comparison is within range,https://github.com/marketplace/actions/dependabot-auto-merge,14,"['dependabot', 'auto', 'merge']","['automatically', 'merge', 'dependabot', 'prs', 'version', 'comparison', 'within', 'range']","['dependabot', 'auto', 'merge']","['automatically', 'merge', 'dependabot', 'prs', 'version', 'comparison', 'within', 'range']"
Run Playwright tests,Run Playwright tests on GitHub Actions,https://github.com/marketplace/actions/run-playwright-tests,14,"['run', 'playwright', 'tests']","['run', 'playwright', 'tests', 'github', 'actions']","['run', 'playwright', 'tests']","['run', 'playwright', 'tests', 'github', 'actions']"
Workflow Dispatch,Trigger and chain GitHub Actions workflows with workflow_dispatch events,https://github.com/marketplace/actions/workflow-dispatch,14,"['workflow', 'dispatch']","['trigger', 'chain', 'github', 'actions', 'workflows', 'workflow_dispatch', 'events']","['workflow', 'dispatch']","['trigger', 'chain', 'github', 'actions', 'workflows', 'workflow_dispatch', 'events']"
Lychee Broken Link Checker,"Quickly check links in Markdown, HTML, and text files",https://github.com/marketplace/actions/lychee-broken-link-checker,14,"['lychee', 'broken', 'link', 'checker']","['quickly', 'check', 'links', 'markdown', 'html', 'text', 'files']","['lychee', 'broken', 'link', 'checker']","['quickly', 'check', 'links', 'markdown', 'html', 'text', 'files']"
Trigger Workflow and Wait,This action triggers a workflow in another repository and waits for the result,https://github.com/marketplace/actions/trigger-workflow-and-wait,14,"['trigger', 'workflow', 'wait']","['action', 'triggers', 'workflow', 'another', 'repository', 'waits', 'result']","['trigger', 'workflow', 'wait']","['action', 'triggers', 'workflow', 'another', 'repository', 'waits', 'result']"
Automated Version Bump,Automated version bump for npm packages,https://github.com/marketplace/actions/automated-version-bump,14,"['automated', 'version', 'bump']","['automated', 'version', 'bump', 'npm', 'packages']","['automated', 'version', 'bump']","['automated', 'version', 'bump', 'npm', 'packages']"
Netlify Actions,Netlify deploy from GitHub Actions,https://github.com/marketplace/actions/netlify-actions,14,"['netlify', 'actions']","['netlify', 'deploy', 'github', 'actions']","['netlify', 'actions']","['netlify', 'deploy', 'github', 'actions']"
PyCharm Python Security Scanner,Scan your Python Code for security issues,https://github.com/marketplace/actions/pycharm-python-security-scanner,14,"['pycharm', 'python', 'security', 'scanner']","['scan', 'python', 'code', 'security', 'issues']","['pycharm', 'python', 'security', 'scanner']","['scan', 'python', 'code', 'security', 'issues']"
GitGuardian Shield Action,Scan commits for secrets and other issues,https://github.com/marketplace/actions/gitguardian-shield-action,14,"['gitguardian', 'shield', 'action']","['scan', 'commits', 'secrets', 'issues']","['gitguardian', 'shield', 'action']","['scan', 'commits', 'secrets', 'issues']"
Create Issue Branch,GitHub action that creates a new branch after assigning an issue,https://github.com/marketplace/actions/create-issue-branch,14,"['create', 'issue', 'branch']","['github', 'action', 'creates', 'new', 'branch', 'assigning', 'issue']","['create', 'issue', 'branch']","['github', 'action', 'creates', 'new', 'branch', 'assigning', 'issue']"
Import GPG,GitHub Action to easily import a GPG key,https://github.com/marketplace/actions/import-gpg,14,"['import', 'gpg']","['github', 'action', 'easily', 'import', 'gpg', 'key']","['import', 'gpg']","['github', 'action', 'easily', 'import', 'gpg', 'key']"
GitHub Project Automation+,🤖 Automate GitHub Project cards with any webhook event,https://github.com/marketplace/actions/github-project-automation,14,"['github', 'project', 'automation']","['🤖', 'automate', 'github', 'project', 'cards', 'webhook', 'event']","['github', 'project', 'automation']","['🤖', 'automate', 'github', 'project', 'cards', 'webhook', 'event']"
Workflow Telemetry,Workflow Telemetry,https://github.com/marketplace/actions/workflow-telemetry,14,"['workflow', 'telemetry']","['workflow', 'telemetry']","['workflow', 'telemetry']","['workflow', 'telemetry']"
Cloud Functions Deploy,Use this action to deploy your function or update an existing Cloud Function,https://github.com/marketplace/actions/cloud-functions-deploy,14,"['cloud', 'functions', 'deploy']","['use', 'action', 'deploy', 'function', 'update', 'existing', 'cloud', 'function']","['cloud', 'functions', 'deploy']","['use', 'action', 'deploy', 'function', 'update', 'existing', 'cloud', 'function']"
github-repo-stats,github-repo-stats,https://github.com/marketplace/actions/github-repo-stats,15,['github-repo-stats'],['github-repo-stats'],['github-repo-stats'],['github-repo-stats']
Auto Assign Action,Add reviewers to pull requests when pull requests are opened,https://github.com/marketplace/actions/auto-assign-action,15,"['auto', 'assign', 'action']","['add', 'reviewers', 'pull', 'requests', 'pull', 'requests', 'opened']","['auto', 'assign', 'action']","['add', 'reviewers', 'pull', 'requests', 'pull', 'requests', 'opened']"
Renovate Bot GitHub Action,GitHub Action to run self-hosted Renovate,https://github.com/marketplace/actions/renovate-bot-github-action,15,"['renovate', 'bot', 'github', 'action']","['github', 'action', 'run', 'self-hosted', 'renovate']","['renovate', 'bot', 'github', 'action']","['github', 'action', 'run', 'self-hosted', 'renovate']"
conventional-release-labels,automatically adds labels to pull requests based on Conventional Commits. Works with GitHub automated releases,https://github.com/marketplace/actions/conventional-release-labels,15,['conventional-release-labels'],"['automatically', 'adds', 'labels', 'pull', 'requests', 'based', 'conventional', 'commits', 'works', 'github', 'automated', 'releases']",['conventional-release-labels'],"['automatically', 'adds', 'labels', 'pull', 'requests', 'based', 'conventional', 'commits', 'works', 'github', 'automated', 'releases']"
Fastlane Action,An action for executing fastlane lanes,https://github.com/marketplace/actions/fastlane-action,15,"['fastlane', 'action']","['action', 'executing', 'fastlane', 'lanes']","['fastlane', 'action']","['action', 'executing', 'fastlane', 'lanes']"
Setup MSYS2,Setup an MSYS2 environment,https://github.com/marketplace/actions/setup-msys2,15,"['setup', 'msys2']","['setup', 'msys2', 'environment']","['setup', 'msys2']","['setup', 'msys2', 'environment']"
Delete merged branch,"No more manually deleting merged branches, this lovely app does it for you",https://github.com/marketplace/actions/delete-merged-branch,15,"['delete', 'merged', 'branch']","['manually', 'deleting', 'merged', 'branches', 'lovely', 'app']","['delete', 'merged', 'branch']","['manually', 'deleting', 'merged', 'branches', 'lovely', 'app']"
LeetCode Sync,Sync LeetCode submissions to GitHub,https://github.com/marketplace/actions/leetcode-sync,15,"['leetcode', 'sync']","['sync', 'leetcode', 'submissions', 'github']","['leetcode', 'sync']","['sync', 'leetcode', 'submissions', 'github']"
Run Ansible playbook,Execute Ansible playbook on selected hosts,https://github.com/marketplace/actions/run-ansible-playbook,15,"['run', 'ansible', 'playbook']","['execute', 'ansible', 'playbook', 'selected', 'hosts']","['run', 'ansible', 'playbook']","['execute', 'ansible', 'playbook', 'selected', 'hosts']"
ZAP Baseline Scan,Scans the web application with the ZAP Baseline Scan,https://github.com/marketplace/actions/zap-baseline-scan,15,"['zap', 'baseline', 'scan']","['scans', 'web', 'application', 'zap', 'baseline', 'scan']","['zap', 'baseline', 'scan']","['scans', 'web', 'application', 'zap', 'baseline', 'scan']"
Secrets Sync Action,Copies secrets from the action s environment to many other repos,https://github.com/marketplace/actions/secrets-sync-action,15,"['secrets', 'sync', 'action']","['copies', 'secrets', 'action', 'environment', 'many', 'repos']","['secrets', 'sync', 'action']","['copies', 'secrets', 'action', 'environment', 'many', 'repos']"
Lock Threads,"Lock closed issues, pull requests and discussions after a period of inactivity",https://github.com/marketplace/actions/lock-threads,15,"['lock', 'threads']","['lock', 'closed', 'issues', 'pull', 'requests', 'discussions', 'period', 'inactivity']","['lock', 'threads']","['lock', 'closed', 'issues', 'pull', 'requests', 'discussions', 'period', 'inactivity']"
mxcl/Xcodebuild,A continuously resilient xcodebuild action. “The best xcodebuild action by far.” ―mxcl,https://github.com/marketplace/actions/mxcl-xcodebuild,15,['mxcl/xcodebuild'],"['continuously', 'resilient', 'xcodebuild', 'action', '“', 'best', 'xcodebuild', 'action', 'far', '”', '―mxcl']",['mxcl/xcodebuild'],"['continuously', 'resilient', 'xcodebuild', 'action', '“', 'best', 'xcodebuild', 'action', 'far', '”', '―mxcl']"
Pydantic to Typescript,Convert pydantic models into typescript definitions and ensure that your type definitions are in sync.,https://github.com/marketplace/actions/pydantic-to-typescript,15,"['pydantic', 'typescript']","['convert', 'pydantic', 'models', 'typescript', 'definitions', 'ensure', 'type', 'definitions', 'sync']","['pydantic', 'typescript']","['convert', 'pydantic', 'models', 'typescript', 'definitions', 'ensure', 'type', 'definitions', 'sync']"
action turnstyle,A GitHub Action for serializing workflow runs,https://github.com/marketplace/actions/action-turnstyle,15,"['action', 'turnstyle']","['github', 'action', 'serializing', 'workflow', 'runs']","['action', 'turnstyle']","['github', 'action', 'serializing', 'workflow', 'runs']"
Kind Cluster,Create a kind (Kubernetes IN Docker) cluster,https://github.com/marketplace/actions/kind-cluster,15,"['kind', 'cluster']","['create', 'kind', 'kubernetes', 'docker', 'cluster']","['kind', 'cluster']","['create', 'kind', 'kubernetes', 'docker', 'cluster']"
Frogbot by JFrog,JFrog Frogbot is a Git bot that scans your pull requests and repositories for security vulnerabilities,https://github.com/marketplace/actions/frogbot-by-jfrog,15,"['frogbot', 'jfrog']","['jfrog', 'frogbot', 'git', 'bot', 'scans', 'pull', 'requests', 'repositories', 'security', 'vulnerabilities']","['frogbot', 'jfrog']","['jfrog', 'frogbot', 'git', 'bot', 'scans', 'pull', 'requests', 'repositories', 'security', 'vulnerabilities']"
Install development tools,GitHub Action for installing development tools,https://github.com/marketplace/actions/install-development-tools,15,"['install', 'development', 'tools']","['github', 'action', 'installing', 'development', 'tools']","['install', 'development', 'tools']","['github', 'action', 'installing', 'development', 'tools']"
astral-sh/setup-uv,Set up your GitHub Actions workflow with a specific version of uv,https://github.com/marketplace/actions/astral-sh-setup-uv,15,['astral-sh/setup-uv'],"['set', 'github', 'actions', 'workflow', 'specific', 'version', 'uv']",['astral-sh/setup-uv'],"['set', 'github', 'actions', 'workflow', 'specific', 'version', 'uv']"
ShellCheck,GitHub action for ShellCheck,https://github.com/marketplace/actions/shellcheck,15,['shellcheck'],"['github', 'action', 'shellcheck']",['shellcheck'],"['github', 'action', 'shellcheck']"
Prettier Action,Automatically runs prettier on all your changes,https://github.com/marketplace/actions/prettier-action,17,"['prettier', 'action']","['automatically', 'runs', 'prettier', 'changes']","['prettier', 'action']","['automatically', 'runs', 'prettier', 'changes']"
OSSF Scorecard action,Run OSSF Scorecard checks and output results in SARIF format,https://github.com/marketplace/actions/ossf-scorecard-action,17,"['ossf', 'scorecard', 'action']","['run', 'ossf', 'scorecard', 'checks', 'output', 'results', 'sarif', 'format']","['ossf', 'scorecard', 'action']","['run', 'ossf', 'scorecard', 'checks', 'output', 'results', 'sarif', 'format']"
Check Spelling,Spell check code and commits,https://github.com/marketplace/actions/check-spelling,17,"['check', 'spelling']","['spell', 'check', 'code', 'commits']","['check', 'spelling']","['spell', 'check', 'code', 'commits']"
HTTP Request Action,Create any HTTP Request,https://github.com/marketplace/actions/http-request-action,17,"['http', 'request', 'action']","['create', 'http', 'request']","['http', 'request', 'action']","['create', 'http', 'request']"
API testing with Kubernetes,API testing with Kubernetes,https://github.com/marketplace/actions/api-testing-with-kubernetes,17,"['api', 'testing', 'kubernetes']","['api', 'testing', 'kubernetes']","['api', 'testing', 'kubernetes']","['api', 'testing', 'kubernetes']"
is-my-node-vulnerable,checks if your Node.js installation is vulnerable to known security vulnerabilities,https://github.com/marketplace/actions/is-my-node-vulnerable,17,['is-my-node-vulnerable'],"['checks', 'node.js', 'installation', 'vulnerable', 'known', 'security', 'vulnerabilities']",['is-my-node-vulnerable'],"['checks', 'node.js', 'installation', 'vulnerable', 'known', 'security', 'vulnerabilities']"
Update Nix Flake Lock,Update your Nix flake.lock and send a PR,https://github.com/marketplace/actions/update-nix-flake-lock,17,"['update', 'nix', 'flake', 'lock']","['update', 'nix', 'flake.lock', 'send', 'pr']","['update', 'nix', 'flake', 'lock']","['update', 'nix', 'flake.lock', 'send', 'pr']"
